            instance  instanceType     n   m        R  beta  duplDist  seed  alpha  ubAlg  testType  tau     time  umdpAlg     ubTime       ub     lb  p1  p2  p3    disp  dispReal  umdpTime  timeLastEC      ecTtb  ecIterTb  ecNumAlt   ecTime  ecInsertTime    ecNodes      lsTime  lsAltImpr  lsSteps  lsShifts  lsSwaps  ferIter  ferAvgColTime  ferMaxColTime
 study-1600-29-000-4         study  1600  29       57     0   1279144     1  0.001   none      umdp    1  1800.01       ec   0.790639       56     11   4   8   8      18        31   1798.75     1241.78    6.43697        55        57  1798.73       1794.31   84330230    0.359122         49      668       568       43        0             NA              0
  weee-1600-29-050-4          weee  1600  29  1279197   0.5         4     1  0.001   none      umdp    1  1800.01       ec    1.78977  1279196   1454   4   8   8   37411   1.00622   1797.95     1795.23    4.77188        36        37  1797.94       1795.44  208844786     0.33168         35      758       533      188        0             NA              0
  weee-2800-47-075-9          weee  2800  47  3918580  0.75        21     1  0.001   none      umdp    1  1800.03       ec    11.0762  3918579  19656   4   8   8  124723   1.05734   1787.98     1756.69    43.3119       121       122  1787.94       1762.51  144723514     2.64842        109     2708      1821      765        0             NA              0
 study-2400-41-000-4         study  2400  41       61     0   2878740     1  0.001   none      umdp    1  1800.02       ec    2.60129       60     14   4   8   8      19        31   1796.19     1778.83    21.1793        83        84  1796.16       1781.92   49838734    0.866443         70      970       828       58        0             NA              0
  weee-1200-23-050-9          weee  1200  23   719399   0.5         2     1  0.001   none      umdp    1     1800       ec   0.594835   719398   4198   4   8   8   18331  0.936756   1799.27     1799.01   0.991058         5         6  1799.26       1799.02  293407316   0.0698869          6      299       248       45        0             NA              0
 study-2000-35-000-9         study  2000  35       57     0   1998944     1  0.001   none      umdp    1  1800.02       ec    1.50474       56      7   4   8   8      18        31   1797.72     1754.58     45.425        66        68  1797.69       1789.62   63188355    0.604403         63      881       752       61        0             NA              0
   weee-800-17-050-5          weee   800  17   319601   0.5         0     1  0.001   none      umdp    1  1561.75       ec   0.169984   319600   1341   4   8   8   10479   1.08147   1561.53     783.187   0.662155        30        32  1561.52       1561.09  368651663   0.0574365         24      406       282       92        0             NA              0
 study-1600-29-010-8         study  1600  29       57   0.1   1279144     1  0.001   none      umdp    1  1800.01       ec   0.776854       56     13   4   8   8      18        31   1798.79     1791.23    8.77731        57        58  1798.77       1792.03   83784111    0.313468         49      582       477       47        0             NA              0
  weee-1600-29-025-3          weee  1600  29  1279195  0.25         6     1  0.001   none      umdp    1  1800.01       ec    1.86002  1279194   7106   4   8   8   37717   1.01595   1797.89      1794.7    5.30255        43        45  1797.88       1794.92  270165259    0.335902         38      765       487      233        0             NA              0
 study-4000-65-010-3         study  4000  65       63   0.1   7997938     1  0.001   none      umdp    1  1800.06       ec    12.3378       62     15   4   8   8      21        31   1783.35     1699.51    100.491       135       137  1783.27        1718.9   21591034     2.89436        117     1778      1576       65        0             NA              0
  weee-2000-35-025-4          weee  2000  35  1998996  0.25         5     1  0.001   none      umdp    1  1800.01       ec    3.57099  1998995  12223   4   8   8   68462   1.10021   1795.97     842.481    957.519       242       244  1795.95        1771.7  168742177     1.22765        184     1700       726      730        0             NA              0
 study-2000-35-000-5         study  2000  35       59     0   1998942     1  0.001   none      umdp    1  1800.01       ec    1.53392       58     11   4   8   8      19        31   1797.69     265.201    12.4082        72        75  1797.67       1788.71   67977843    0.640841         65      917       789       53        0             NA              0
  weee-4000-65-025-6          weee  4000  65  7997903  0.25        98     1  0.001   none      umdp    1  1800.04       ec    39.0807  7997902  46255   4   8   8  283037   1.11242   1758.73     31.8545    1768.15       525       526  1758.68       1372.66   73029866      9.1436        421     4937      1911     2500        0             NA              0
  study-800-17-010-7         study   800  17       57   0.1    319544     1  0.001   none      umdp    1     1800       ec  0.0850669       56     12   4   8   8      17        31   1799.83     436.401   0.598734        25        31  1799.83       1799.37  207085469   0.0531829         26      271       221       19        0             NA              0
  weee-1200-23-100-1          weee  1200  23   719399     1         2     1  0.001   none      umdp    1     1800       ec   0.608512   719398   2955   4   8   8   18837  0.950634   1799.26     820.337    1.53244        15        17  1799.26       1798.65  282289533    0.100706         14      433       359       57        0             NA              0
  weee-1600-29-075-7          weee  1600  29  1279198  0.75         3     1  0.001   none      umdp    1  1800.01       ec    1.86168  1279197  10522   4   8   8   38407   1.01765   1797.89     1792.03    7.97396        42        43  1797.88       1794.96  272134466    0.415745         39     1007       718      246        0             NA              0
   weee-400-11-075-1          weee   400  11    79801  0.75         0     1  0.001   none      umdp    1  2.44123       ec  0.0228942    79800    463   4   8   8    3076   1.17441     2.407     1.17411  0.0916392        18        20  2.40639       2.35495     768384  0.00921631         18      185       116       49        0             NA              0
  weee-1200-23-050-5          weee  1200  23   719400   0.5         1     1  0.001   none      umdp    1     1800       ec    0.57938   719399   3551   4   8   8   17147  0.910504   1799.29     1799.06   0.937369         5         6  1799.29       1799.06  320152352    0.054333          6      236       190       40        0             NA              0
  weee-2800-47-075-8          weee  2800  47  3918585  0.75        16     1  0.001   none      umdp    1  1800.03       ec    10.9137  3918584  10417   4   8   8  132647   1.08802   1788.21      1698.8     101.21       263       264  1788.17       1736.98  128469606     3.24106        217     3202      1723     1215        0             NA              0
